标题链接,ID,名称,字段1,评分,点赞,投币,收藏,分享,播放/弹幕/追番
https://www.bilibili.com/bangumi/play/ss38949?from_spmid=666.14.0.0,BV1Ug411u798,我立于百万生命之上（第二季）,"漫画改 / 穿越 / 奇幻,·,2021,·,已完结, 全12话,·",8.0分,7.9万,4.7万,7058,2254,2986.2万播放  ·  20.1万弹幕  ·  268.8万系列追番
https://www.bilibili.com/bangumi/play/ss38158?from_spmid=666.14.0.0,BV1mA411N7F3,银魂 第二季,"漫画改 / 热血 / 搞笑 / 战斗,·,2011,·,已完结, 全64话,·",9.9分,7.8万,3.4万,9581,3546,2.1亿播放  ·  80.1万弹幕  ·  467.9万系列追番
https://www.bilibili.com/bangumi/play/ss48850?from_spmid=666.14.0.0,BV1n9STY9EMy,蓝色禁区 第二季,"漫画改 / 运动 / 热血,·,2024,·,已完结, 全14话,·",8.1分,3.9万,1.3万,1.1万,3614,2653.7万播放  ·  15.1万弹幕  ·  218.3万系列追番
https://www.bilibili.com/bangumi/play/ss23878?from_spmid=666.14.0.0,BV19W411N7y8,女神异闻录5 动画版,"奇幻 / 游戏改,·,2018,·,已完结, 全26话,·",9.1分,9.5万,3.7万,2.7万,2.8万,8013.2万播放  ·  52.5万弹幕  ·  221.1万系列追番
https://www.bilibili.com/bangumi/play/ss34402?from_spmid=666.14.0.0,BV1bf4y1B7xe,成神之日,"催泪 / 恋爱 / 日常 / 原创,·,2020,·,已完结, 全12话,·",5.8分,16.3万,7万,8363,611,4860.6万播放  ·  43.6万弹幕  ·  204.8万追番
https://www.bilibili.com/bangumi/play/ss26767?from_spmid=666.14.0.0,BV1Lb41137Xh,我们无法一起学习,"漫画改 / 日常 / 校园 / 恋爱,·,2019,·,已完结, 全13话,·",9.2分,4.2万,4.5万,9059,1.3万,6571万播放  ·  96.5万弹幕  ·  243.8万系列追番
https://www.bilibili.com/bangumi/play/ss43145?from_spmid=666.14.0.0,BV1A14y177dX,蓝色监狱 / 蓝色禁区,"漫画改 / 运动 / 热血,·,2022,·,已完结, 全24话,·",9.3分,13.7万,4万,3.9万,1万,1.3亿播放  ·  104.1万弹幕  ·  218.3万系列追番
https://www.bilibili.com/bangumi/play/ss444?from_spmid=666.14.0.0,BV1D4411b7GH,魔王勇者,"奇幻 / 少女 / 声控 / 神魔,·,2013,·,已完结, 全12话,·",9.4分,16.9万,8.4万,2.3万,1.6万,3231.1万播放  ·  48.2万弹幕  ·  202.8万追番
https://www.bilibili.com/bangumi/play/ss6439?from_spmid=666.14.0.0,BV1Px411G7vJ,幻界战线 & BEYOND,"奇幻 / 战斗 / 漫画改,·,2017,·,已完结, 全12话,·",9.8分,3.4万,2.7万,6118,1.4万,4833.4万播放  ·  42.5万弹幕  ·  368.9万系列追番
https://www.bilibili.com/bangumi/play/ss419?from_spmid=666.14.0.0,BV1Eb411x7uL,斩服少女,"奇幻 / 热血 / 原创,·,2013,·,已完结, 全24话,·",9.8分,14.9万,10.4万,2.6万,1.1万,3697.8万播放  ·  71.1万弹幕  ·  203.3万系列追番
https://www.bilibili.com/bangumi/play/ss39446?from_spmid=666.14.0.0,BV13R4y1M71v,异想食堂  / 异世界食堂 第二季,"美食 / 治愈 / 小说改,·,2021,·,已完结, 全12话,·",9.8分,4.2万,1.4万,8540,1300,1758.3万播放  ·  10.5万弹幕  ·  232.5万系列追番
https://www.bilibili.com/bangumi/play/ss1574?from_spmid=666.14.0.0,BV1Ss411U7az,伪恋：,"日常 / 校园 / 漫画改,·,2015,·,已完结, 全12话,·",9.4分,3.8万,5.7万,4504,5901,7127.5万播放  ·  128.4万弹幕  ·  295.5万系列追番
https://www.bilibili.com/bangumi/play/ss6427?from_spmid=666.14.0.0,BV16x41137v8,Just Because!,"恋爱 / 原创 / 校园,·,2017,·,已完结, 全12话,·",9.5分,5.1万,3.4万,1.6万,1.2万,3880.5万播放  ·  78.4万弹幕  ·  200.2万追番
https://www.bilibili.com/bangumi/play/ss1656?from_spmid=666.14.0.0,BV15x411N7B2,无头骑士异闻录,"奇幻 / 日常 / 声控 / 小说改,·,2010,·,已完结, 全26话,·",9.7分,6.8万,5.1万,1.7万,3.3万,3359.1万播放  ·  194.6万弹幕  ·  231.1万系列追番
https://www.bilibili.com/bangumi/play/ss1178?from_spmid=666.14.0.0,BV1mW411Q73q,CLANNAD ～AFTER STORY～,"时泪 / 校园 / 治愈 / 催泪,·,2008,·,已完结, 全23话,·",9.9分,17.7万,29.9万,2.3万,3.8万,5511.9万播放  ·  138.9万弹幕  ·  489.4万系列追番
https://www.bilibili.com/bangumi/play/ss28590?from_spmid=666.14.0.0,BV1aE411D7kv,我们无法一起学习！,"漫画改 / 日常 / 校园 / 恋爱,·,2019,·,已完结, 全13话,·",5.3分,4万,4.4万,4823,4835,5684.6万播放  ·  56.5万弹幕  ·  243.8万系列追番
https://www.bilibili.com/bangumi/play/ss710?from_spmid=666.14.0.0,BV1VW411X7QX,散华礼弥,"奇幻 / 日常 / 治愈,·,2012,·,已完结, 全14话,·",9.5分,11.1万,10.1万,2.4万,8215,2508.6万播放  ·  84.6万弹幕  ·  198.6万追番
https://www.bilibili.com/bangumi/play/ss1173?from_spmid=666.14.0.0,BV1b4411a7yB,轻音少女 第二季,"漫画改 / 萌系 / 音乐 / 校园,·,2010,·,已完结, 全27话,·",9.9分,20.9万,27万,2.4万,1.4万,9989.4万播放  ·  225.4万弹幕  ·  412.8万系列追番
https://www.bilibili.com/bangumi/play/ss36579?from_spmid=666.14.0.0,BV1Yv411x7n5,赛马娘 第二季,"游戏改 / 运动 / 偶像 / 催泪,·,2021,·,已完结, 全13话,·",9.9分,18万,9万,2.2万,7678,6339.6万播放  ·  44.1万弹幕  ·  328.5万系列追番
https://www.bilibili.com/bangumi/play/ss3096?from_spmid=666.14.0.0,BV11g4y1z789,只有我不存在的城市,"推理 / 治愈 / 催泪 / 穿越,·,2016,·,已完结, 全12话,·",9.7分,14.1万,6.6万,3.8万,2.3万,3391.3万播放  ·  31.3万弹幕  ·  197.2万追番
https://www.bilibili.com/bangumi/play/ss34431?from_spmid=666.14.0.0,BV1va4y157aA,半妖的夜叉姬,"原创 / 穿越 / 奇幻 / 战斗,·,2020,·,已完结, 全24话,·",4.7分,11万,4.7万,4919,3.2万,4003.2万播放  ·  45.9万弹幕  ·  443.1万系列追番
https://www.bilibili.com/bangumi/play/ss5776?from_spmid=666.14.0.0,BV1Rs411878k,URARA迷路帖,"漫画改 / 日常 / 架空,·,2017,·,已完结, 全12话,·",9.6分,7.9万,3.8万,2.5万,2.3万,2936.8万播放  ·  76.8万弹幕  ·  196.6万追番
https://www.bilibili.com/bangumi/play/ss5980?from_spmid=666.14.0.0,BV1n7411L7Tz,剑姬神圣谭 在地下城寻求邂逅是否搞错了什么 外传,"小说改 / 奇幻 / 架空 / 神魔,·,2017,·,已完结, 全12话,·",9.7分,4.2万,3万,3048,5074,1291.5万播放  ·  19.3万弹幕  ·  320.5万系列追番
https://www.bilibili.com/bangumi/play/ss28000?from_spmid=666.14.0.0,BV1dx411f7PQ,实况主的逃脱游戏,"漫画改 / 穿越 / 冒险,·,2019,·,已完结, 全13话,·",9.3分,6.2万,3.3万,1.2万,9039,4117.6万播放  ·  45.3万弹幕  ·  196.3万追番
https://www.bilibili.com/bangumi/play/ss21717?from_spmid=666.14.0.0,BV1GW411q7Xm,妖精森林的小不点,"奇幻 / 日常 / 漫画改 / 萌系,·,2018,·,已完结, 全13话,·",9.9分,9.4万,6.7万,3.7万,2.5万,4240.1万播放  ·  37.4万弹幕  ·  196.3万追番
https://www.bilibili.com/bangumi/play/ss38222?from_spmid=666.14.0.0,BV1uv41157fQ,青梅竹马绝对不会输的恋爱喜剧,"小说改 / 校园 / 恋爱,·,2021,·,已完结, 全12话,·",5.4分,16.7万,8万,2.2万,524,4585.9万播放  ·  36万弹幕  ·  195.8万追番
https://www.bilibili.com/bangumi/play/ss964?from_spmid=666.14.0.0,BV1gs411Q7AE,魔法禁书目录 第二季,"校园 / 科幻 / 战斗 / 小说改,·,2010,·,已完结, 全24话,·",9.2分,9.4万,21.8万,6042,3.3万,7942.1万播放  ·  514万弹幕  ·  573.3万系列追番
https://www.bilibili.com/bangumi/play/ss45467?from_spmid=666.14.0.0,BV1Uu411a7xf,冰海战记 第二季,"漫画改 / 战斗 / 热血 / 冒险,·,2023,·,已完结, 全24话,·",9.4分,2.6万,1.5万,3713,1939,1304.2万播放  ·  5.3万弹幕  ·  215万系列追番
https://www.bilibili.com/bangumi/play/ss41520?from_spmid=666.14.0.0,BV1wY4y1r7Lz,街角魔族 第二季,"漫画改 / 日常 / 萌系 / 搞笑,·,2022,·,已完结, 全12话,·",9.9分,8.5万,3.9万,7328,295,1746.5万播放  ·  11.6万弹幕  ·  224.5万系列追番
https://www.bilibili.com/bangumi/play/ss4197?from_spmid=666.14.0.0,BV1pJ41117oq,俺物语！！,"漫画改 / 日常 / 校园 / 恋爱,·,2015,·,已完结, 全24话,·",9.9分,23.5万,29.7万,2.8万,4万,5707.6万播放  ·  169.9万弹幕  ·  193.9万追番
https://www.bilibili.com/bangumi/play/ss48035?from_spmid=666.14.0.0,BV1W6421Z7aG,亚刻奥特曼,"特摄 / 热血 / 战斗 / 科幻,·,2024,·,已完结, 全29话,·",6.9分,5万,6719,7968,9136,5877.2万播放  ·  29.8万弹幕  ·  253.2万系列追番
https://www.bilibili.com/bangumi/play/ss6423?from_spmid=666.14.0.0,BV1ux41137Pc,品酒要在成为夫妻后,"搞笑 / 恋爱 / 漫画改,·,2017,·,已完结, 全13话,·",9.5分,4.4万,2万,1.3万,1.1万,5308.5万播放  ·  23.1万弹幕  ·  192万追番
https://www.bilibili.com/bangumi/play/ss38233?from_spmid=666.14.0.0,BV13K4y1o7q6,SSSS.电光机王,"机战 / 特摄 / 原创 / 战斗,·,2021,·,已完结, 全12话,·",9.8分,15.6万,5.1万,1.6万,1.1万,4425.4万播放  ·  30.5万弹幕  ·  191.2万追番
https://www.bilibili.com/bangumi/play/ss33803?from_spmid=666.14.0.0,BV1mt4y197Dz,没落要塞 / DECA-DENCE,"原创 / 科幻 / 架空 / 冒险,·,2020,·,已完结, 全12话,·",9.7分,4.8万,3万,9191,1129,4134.4万播放  ·  30.1万弹幕  ·  191.1万追番
https://www.bilibili.com/bangumi/play/ss877?from_spmid=666.14.0.0,BV1ix411c7z7,全职猎人,"奇幻 / 热血 / 智斗 / 战斗,·,1999,·,已完结, 全92话,·",9.8分,23.9万,14万,5.9万,4.5万,1.4亿播放  ·  136万弹幕  ·  190.7万追番
https://www.bilibili.com/bangumi/play/ss1064?from_spmid=666.14.0.0,BV1gx411i731,DARKER THAN BLACK -黑之契约者-,"原创 / 热血 / 奇幻 / 战斗,·,2007,·,已完结, 全26话,·",9.8分,6.9万,6.2万,1.9万,3.6万,3482.5万播放  ·  68.5万弹幕  ·  201.1万系列追番
https://www.bilibili.com/bangumi/play/ss92889?from_spmid=666.14.0.0,BV1ctZdYLEMJ,胆大党 中配版,"漫画改 / 战斗,·,2024,·,已完结, 全12话,·",暂无评分,1.1万,1412,1763,1316,189.5万播放  ·  6218弹幕  ·  213.7万系列追番
https://www.bilibili.com/bangumi/play/ss3103?from_spmid=666.14.0.0,BV1Ss411j7yp,灰与幻想的格林姆迦尔,"战斗 / 穿越 / 冒险 / 架空,·,2016,·,已完结, 全12话,·",9.8分,12.5万,16.6万,2.1万,2.8万,2981.5万播放  ·  68.2万弹幕  ·  192.1万系列追番
https://www.bilibili.com/bangumi/play/ss38159?from_spmid=666.14.0.0,BV1QK4y1T7NM,银魂 第三季,"漫画改 / 热血 / 搞笑 / 战斗,·,2021,·,已完结, 全51话,·",9.9分,5.6万,2.1万,8265,1796,1.3亿播放  ·  55.3万弹幕  ·  467.9万系列追番
https://www.bilibili.com/bangumi/play/ss28013?from_spmid=666.14.0.0,BV1r4411w7zw,流汗吧！健身少女,"漫画改 / 日常 / 运动,·,2019,·,已完结, 全12话,·",9.7分,6.9万,4.5万,1.5万,5万,5192万播放  ·  58万弹幕  ·  189.7万追番
https://www.bilibili.com/bangumi/play/ss28516?from_spmid=666.14.0.0,BV1SE411Q7c1,碧蓝航线,"架空 / 游戏改 / 战斗 / 科幻,·,2019,·,已完结, 全12话,·",8.1分,8.3万,8.7万,1.2万,3573,4949.6万播放  ·  76.1万弹幕  ·  217.1万系列追番
https://www.bilibili.com/bangumi/play/ss5057?from_spmid=666.14.0.0,BV1is411y7yD,弹丸论破3 -绝望篇-,"热血 / 校园 / 智斗,·,2016,·,已完结, 全12话,·",8.4分,9.8万,2.9万,2.3万,1.2万,9398.9万播放  ·  118.6万弹幕  ·  240.4万系列追番
https://www.bilibili.com/bangumi/play/ss5056?from_spmid=666.14.0.0,BV1Ws411y7cT,弹丸论破3 -未来篇-,"热血 / 智斗 / 推理,·,2016,·,已完结, 全12话,·",8.1分,7.3万,2.5万,1.7万,1.1万,6758万播放  ·  117.9万弹幕  ·  240.4万系列追番
https://www.bilibili.com/bangumi/play/ss842?from_spmid=666.14.0.0,BV1Ux411c7U6,笨蛋，测验，召唤兽,"恋爱 / 小说改 / 奇幻 / 校园,·,2010,·,已完结, 全13话,·",9.7分,10.6万,12.4万,1.2万,8.4万,4563.3万播放  ·  97.3万弹幕  ·  205.7万系列追番
https://www.bilibili.com/bangumi/play/ss29076?from_spmid=666.14.0.0,BV1SJ411j7fs,魔法纪录 魔法少女小圆外传,"游戏改 / 奇幻 / 战斗 / 萌系,·,2020,·,已完结, 全13话,·",9.4分,5.8万,3万,6895,7530,3579.3万播放  ·  32.8万弹幕  ·  454.7万系列追番
https://www.bilibili.com/bangumi/play/ss25210?from_spmid=666.14.0.0,BV1cs411P75M,命运之夜  06版,"魔法 / 游戏改 / 奇幻 / 战斗,·,2006,·,已完结, 全24话,·",9.5分,12.4万,12.1万,1.8万,2.1万,5543.5万播放  ·  171.6万弹幕  ·  700.4万系列追番
https://www.bilibili.com/bangumi/play/ss413?from_spmid=666.14.0.0,BV12K4y1Y7zF,变态王子与不笑猫,"日常 / 恋爱 / 小说改,·,2013,·,已完结, 全12话,·",9.7分,8.9万,3.3万,1.7万,1594,2290.8万播放  ·  20.7万弹幕  ·  187万追番
https://www.bilibili.com/bangumi/play/ss38385?from_spmid=666.14.0.0,BV1PX4y1g7cm,迪迦奥特曼（中配）,"科幻 / 战斗 / 特摄 / 热血,·,1996,·,已完结, 全52话,·",9.9分,58.7万,38万,6.1万,5.4万,2.2亿播放  ·  144.1万弹幕  ·  273.5万系列追番
https://www.bilibili.com/bangumi/play/ss2742?from_spmid=666.14.0.0,BV1Hs41127Bg,樱子小姐的脚下埋着秘密,"智斗 / 日常 / 推理,·,2015,·,已完结, 全12话,·",9.4分,3.5万,1.7万,1.2万,1.3万,3158.1万播放  ·  64.4万弹幕  ·  186.6万追番
https://www.bilibili.com/bangumi/play/ss36204?from_spmid=666.14.0.0,BV1Bi4y1F76L,悠哉日常大王 第三季,"漫画改 / 日常 / 萌系 / 治愈,·,2021,·,已完结, 全12话,·",9.9分,13.8万,9.3万,1万,911,2614万播放  ·  26.1万弹幕  ·  193.8万系列追番
https://www.bilibili.com/bangumi/play/ss25619?from_spmid=666.14.0.0,BV1eW41127k1,邻家索菲,"萌系 / 漫画改 / 奇幻,·,2018,·,已完结, 全12话,·",9.8分,9.5万,5.8万,2.1万,1.3万,3626.4万播放  ·  63.8万弹幕  ·  185万追番
https://www.bilibili.com/bangumi/play/ss5020?from_spmid=666.14.0.0,BV1Cs411v775,Rewrite,"奇幻 / 校园 / 穿越,·,2016,·,已完结, 全13话,·",8.7分,5.2万,4.2万,1.2万,1.2万,4693.8万播放  ·  114万弹幕  ·  227.1万系列追番
https://www.bilibili.com/bangumi/play/ss44861?from_spmid=666.14.0.0,BV15z4y1b7de,物理魔法使-马修-,"漫画改 / 搞笑 / 奇幻 / 热血,·,2023,·,已完结, 全12话,·",8.6分,15.5万,3.3万,3.2万,1.3万,1.2亿播放  ·  35.6万弹幕  ·  207.7万系列追番
https://www.bilibili.com/bangumi/play/ss24571?from_spmid=666.14.0.0,BV1ss411G7hR,ISLAND,"游戏改 / 穿越 / 治愈 / 冒险,·,2018,·,已完结, 全12话,·",9.2分,5.8万,3.9万,2万,2.1万,3316.6万播放  ·  35.9万弹幕  ·  184.4万追番
https://www.bilibili.com/bangumi/play/ss40140?from_spmid=666.14.0.0,BV1Er4y1U7hg,失格纹的最强贤者～世界最强的贤者为了变得更强而转生了～,"小说改 / 战斗 / 魔法,·,2022,·,已完结, 全12话,·",4.8分,14.4万,3.5万,2.3万,4874,6008.4万播放  ·  33.8万弹幕  ·  182.9万追番
https://www.bilibili.com/bangumi/play/ss2725?from_spmid=666.14.0.0,BV13s41127QG,K RETURN OF KINGS,"声控 / 原创 / 奇幻 / 战斗,·,2015,·,已完结, 全13话,·",9.3分,4万,4.4万,8237,1.1万,8054.5万播放  ·  121.7万弹幕  ·  384.6万系列追番
https://www.bilibili.com/bangumi/play/ss2592?from_spmid=666.14.0.0,BV1Ms411S7s3,学园孤岛,"冒险 / 日常 / 萌系 / 校园,·,2015,·,已完结, 全12话,·",9.6分,10.5万,3.8万,2.6万,2.6万,4641.4万播放  ·  138.5万弹幕  ·  182.3万追番
https://www.bilibili.com/bangumi/play/ss38952?from_spmid=666.14.0.0,BV1vZ4y1m7xm,现实主义勇者的王国再建记,"小说改 / 穿越 / 奇幻 / 冒险,·,2021,·,已完结, 全26话,·",8.5分,6.3万,7万,4936,4113,8489万播放  ·  65.3万弹幕  ·  181.8万追番
https://www.bilibili.com/bangumi/play/ss21778?from_spmid=666.14.0.0,BV12W411n7Te,比宇宙更远的地方,"声控 / 治愈 / 励志 / 原创,·,2018,·,已完结, 全13话,·",9.8分,1万,1.7万,484,5636,2816.1万播放  ·  47.8万弹幕  ·  180.7万追番
https://www.bilibili.com/bangumi/play/ss26870?from_spmid=666.14.0.0,BV1Qb411g7hG,川柳少女,"漫画改 / 恋爱 / 校园 / 日常,·,2019,·,已完结, 全12话,·",9.7分,6.7万,4.5万,1.7万,1.8万,3112.1万播放  ·  40.3万弹幕  ·  180.6万追番
https://www.bilibili.com/bangumi/play/ss782?from_spmid=666.14.0.0,BV1fs411F77g,一起一起这里那里,"萌系 / 日常 / 治愈 / 萝莉,·,2012,·,已完结, 全13话,·",9.8分,13.4万,10万,2.9万,4.3万,2741.9万播放  ·  42.5万弹幕  ·  180.6万追番
https://www.bilibili.com/bangumi/play/ss439?from_spmid=666.14.0.0,BV1Jx411c7tK,问题儿童都来自异世界？,"奇幻 / 战斗 / 热血 / 架空,·,2013,·,已完结, 全10话,·",9.2分,1万,3141,6143,2.7万,233.3万播放  ·  1.9万弹幕  ·  185.2万系列追番
https://www.bilibili.com/bangumi/play/ss47210?from_spmid=666.14.0.0,BV16K421C724,物理魔法使-马修- 神觉者候选人选拔考试篇,"漫画改 / 搞笑 / 奇幻 / 热血,·,2024,·,已完结, 全12话,·",9.1分,6.2万,1.5万,1.1万,2720,5224.2万播放  ·  17.1万弹幕  ·  207.7万系列追番
https://www.bilibili.com/bangumi/play/ss37498?from_spmid=666.14.0.0,BV13A411H7BT,碧蓝航线：微速前行！,"日常 / 萌系 / 漫画改,·,2021,·,已完结, 全12话,·",9.8分,11万,4.5万,9577,5825,3207.6万播放  ·  13.7万弹幕  ·  217.1万系列追番
https://www.bilibili.com/bangumi/play/ss34650?from_spmid=666.14.0.0,BV1yD4y127Mr,政宗君的复仇,"恋爱 / 漫画改 / 搞笑 / 校园,·,2017,·,已完结, 全12话,·",4.1分,19.5万,5.3万,3.5万,5798,5043.6万播放  ·  46.9万弹幕  ·  179.5万追番
https://www.bilibili.com/bangumi/play/ss38260?from_spmid=666.14.0.0,BV19v411L7TF,薇薇 -萤石眼之歌-,"原创 / 科幻 / 奇幻,·,2021,·,已完结, 全13话,·",9.8分,14.3万,6.4万,2.1万,1.4万,3644.8万播放  ·  19.3万弹幕  ·  179.4万追番
https://www.bilibili.com/bangumi/play/ss6260?from_spmid=666.14.0.0,BV1vx411a7tw,蜡笔小新 第一季（中文）,"搞笑,·,1992,·,已完结, 全480话,·",9.8分,16.3万,10.6万,3.9万,6.9万,7亿播放  ·  248.3万弹幕  ·  387.4万系列追番
https://www.bilibili.com/bangumi/play/ss24627?from_spmid=666.14.0.0,BV1qs411M7fV,异界少女召唤术,"魔法 / 架空 / 冒险 / 小说改,·,2018,·,已完结, 全12话,·",6.9分,4541,5360,105,1122,3675.1万播放  ·  53.9万弹幕  ·  178.5万追番
https://www.bilibili.com/bangumi/play/ss41591?from_spmid=666.14.0.0,BV1gS4y1N79q,恋爱游戏世界对路人角色很不友好,"小说改 / 奇幻 / 战斗 / 校园,·,2022,·,已完结, 全12话,·",9.1分,15万,4万,2.5万,5030,7907.8万播放  ·  49.1万弹幕  ·  177.4万追番
https://www.bilibili.com/bangumi/play/ss5027?from_spmid=666.14.0.0,BV1Ks411i7h9,NEW GAME!,"萌系 / 日常,·,2016,·,已完结, 全12话,·",9.7分,4.8万,2.6万,1.3万,8514,3511.2万播放  ·  95.3万弹幕  ·  213.7万系列追番
https://www.bilibili.com/bangumi/play/ss6341?from_spmid=666.14.0.0,BV1Nx411B7J5,地狱少女 宵伽,"治愈 / 神魔,·,2017,·,已完结, 全12话,·",9.3分,1.2万,1.6万,3615,2.6万,3030.6万播放  ·  62.7万弹幕  ·  258.4万系列追番
https://www.bilibili.com/bangumi/play/ss28543?from_spmid=666.14.0.0,BV1sE411o7et,刺客守则,"架空 / 小说改 / 奇幻 / 战斗,·,2019,·,已完结, 全12话,·",6.5分,4.3万,3.2万,1万,5093,4358.3万播放  ·  48.8万弹幕  ·  173.6万追番
https://www.bilibili.com/bangumi/play/ss68587?from_spmid=666.14.0.0,BV11NUZYvEqN,香格里拉边境 第二季,"漫画改 / 奇幻 / 战斗 / 冒险,·,2024,·,已完结, 全25话,·",9.4分,4万,1.5万,9483,2919,4724.6万播放  ·  10.3万弹幕  ·  185.4万系列追番
https://www.bilibili.com/bangumi/play/ss3440?from_spmid=666.14.0.0,BV1ds411Q7kJ,鬼灯的冷彻,"日常 / 神魔,·,2014,·,已完结, 全13话,·",9.6分,3.9万,4.4万,9220,6.4万,3635万播放  ·  120.3万弹幕  ·  263.5万系列追番
https://www.bilibili.com/bangumi/play/ss2578?from_spmid=666.14.0.0,BV1Gs411S7X5,赤发白雪姬 第一季,"少女 / 奇幻 / 架空,·,2015,·,已完结, 全12话,·",9.7分,5.1万,2万,2.6万,7968,4071.3万播放  ·  107.4万弹幕  ·  194.9万系列追番
https://www.bilibili.com/bangumi/play/ss39361?from_spmid=666.14.0.0,BV1rQ4y167xs,进化之实 踏上胜利的人生,"小说改 / 冒险 / 穿越 / 奇幻,·,2021,·,已完结, 全12话,·",5.0分,13.7万,4万,2万,5416,5835.7万播放  ·  30.7万弹幕  ·  179.9万系列追番
https://www.bilibili.com/bangumi/play/ss40134?from_spmid=666.14.0.0,BV11u411U7Lz,里亚德录大地,"小说改 / 穿越 / 奇幻 / 冒险,·,2022,·,已完结, 全12话,·",9.2分,15.4万,4.3万,2.8万,4150,7303.7万播放  ·  30.5万弹幕  ·  170.7万追番
https://www.bilibili.com/bangumi/play/ss845?from_spmid=666.14.0.0,BV1us411S7Bv,花开伊吕波,"原创 / 日常 / 治愈 / 励志,·,2011,·,已完结, 全26话,·",9.6分,11.2万,9.5万,2.9万,2.8万,2857万播放  ·  136.3万弹幕  ·  181.8万系列追番
https://www.bilibili.com/bangumi/play/ss73081?from_spmid=666.14.0.0,BV1wz6uYzEFY,颂乐人偶,"原创 / 音乐,·,2025,·,已完结, 全13话,·",6.5分,14.3万,7.7万,4.1万,3.5万,9578.8万播放  ·  110万弹幕  ·  208万系列追番
https://www.bilibili.com/bangumi/play/ss46140?from_spmid=666.14.0.0,BV1Hu41137rm,银河奥特曼,"原创 / 战斗 / 热血 / 少儿,·,2013,·,已完结, 全11话,·",9.5分,3.5万,6989,4293,2758,581.8万播放  ·  2.6万弹幕  ·  253.2万系列追番
https://www.bilibili.com/bangumi/play/ss25696?from_spmid=666.14.0.0,BV1Dt411o7hE,弦音 -风舞高中弓道部-,"小说改 / 校园 / 社团 / 运动,·,2018,·,已完结, 全14话,·",9.5分,8.1万,2.8万,2.9万,1.1万,3666.6万播放  ·  41.5万弹幕  ·  178.5万系列追番
https://www.bilibili.com/bangumi/play/ss38254?from_spmid=666.14.0.0,BV12p4y1b7m8,忧国的莫里亚蒂 后半,"漫画改 / 架空 / 声控 / 智斗,·,2021,·,已完结, 全13话,·",9.7分,7.4万,3万,7313,2378,2510.9万播放  ·  22万弹幕  ·  250万系列追番
https://www.bilibili.com/bangumi/play/ss43744?from_spmid=666.14.0.0,BV1vY411y7J7,真・进化之实 踏上胜利的人生,"小说改 / 搞笑 / 奇幻 / 冒险,·,2023,·,已完结, 全12话,·",6.1分,1.7万,3796,2152,991,918.7万播放  ·  2.1万弹幕  ·  179.9万系列追番
https://www.bilibili.com/bangumi/play/ss46086?from_spmid=666.14.0.0,BV1YN4y167XH,香格里拉边境,"漫画改 / 战斗 / 奇幻 / 科幻,·,2023,·,已完结, 全25话,·",9.3分,11.7万,3.6万,3.4万,1.3万,1.5亿播放  ·  32.2万弹幕  ·  185.4万系列追番
https://www.bilibili.com/bangumi/play/ss846?from_spmid=666.14.0.0,BV19W411f7gp,电波女与青春男,"萌系 / 日常 / 小说改,·,2011,·,已完结, 全13话,·",9.7分,7.7万,6.7万,1.8万,1.5万,1925.3万播放  ·  57.2万弹幕  ·  167.3万追番
https://www.bilibili.com/bangumi/play/ss30288?from_spmid=666.14.0.0,BV1iJ411x7uz,请问您今天要来点兔子吗？？～Sing for You～,"漫画改 / 搞笑 / 日常 / 萌系,·,2019,·,已完结, 全1话,·",9.8分,3.2万,3.3万,2587,6757,226.5万播放  ·  3.2万弹幕  ·  310.7万系列追番
https://www.bilibili.com/bangumi/play/ss36101?from_spmid=666.14.0.0,BV1UT4y1N7Qg,记录的地平线 圆桌崩坏,"小说改 / 穿越 / 战斗 / 冒险,·,2021,·,已完结, 全12话,·",9.7分,6.2万,3.7万,3015,138,1814.1万播放  ·  12万弹幕  ·  211.4万系列追番
https://www.bilibili.com/bangumi/play/ss1816?from_spmid=666.14.0.0,BV1Ms411K7GH,AIR,"奇幻 / 日常 / 治愈 / 催泪,·,2005,·,已完结, 全12话,·",9.8分,11.3万,6.5万,3.9万,1.1万,2015.6万播放  ·  34.1万弹幕  ·  165.4万系列追番
https://www.bilibili.com/bangumi/play/ss34410?from_spmid=666.14.0.0,BV15y4y1C7h1,熊熊勇闯异世界,"穿越 / 魔法 / 萌系 / 小说改,·,2020,·,已完结, 全12话,·",8.5分,11.6万,3.5万,1万,513,5231.2万播放  ·  43.4万弹幕  ·  163.7万追番
https://www.bilibili.com/bangumi/play/ss38237?from_spmid=666.14.0.0,BV12X4y1g7Eb,龙先生，想要买个家,"漫画改 / 搞笑 / 日常 / 奇幻,·,2021,·,已完结, 全12话,·",9.4分,11.9万,2.2万,9889,5031,3751.4万播放  ·  20.3万弹幕  ·  163.2万追番
https://www.bilibili.com/bangumi/play/ss1293?from_spmid=666.14.0.0,BV13t411n7ex,幸运星,"萌系 / 搞笑 / 日常 / 治愈,·,2007,·,已完结, 全25话,·",9.9分,16.3万,9.1万,4.7万,2.1万,3888.6万播放  ·  59.8万弹幕  ·  163万追番
https://www.bilibili.com/bangumi/play/ss44904?from_spmid=666.14.0.0,BV12X4y1y7ky,名侦探柯南：犯人犯泽先生（中配）,"漫画改 / 日常 / 治愈 / 搞笑,·,2023,·,已完结, 全12话,·",9.2分,2231,351,147,72,1304.4万播放  ·  8162弹幕  ·  869.9万系列追番
