标题链接,ID,名称,字段1,评分,点赞,投币,收藏,分享,播放/弹幕/追番
https://www.bilibili.com/bangumi/play/ss41535?from_spmid=666.14.0.0,BV16U4y1m7a1,Love All Play热血羽毛球 / 羽球青春,"小说改 / 运动 / 励志,·,2022,·,已完结, 全24话,·",7.0分,1.5万,2843,4430,1936,529.8万播放  ·  1.9万弹幕  ·  24.2万追番
https://www.bilibili.com/bangumi/play/ss110?from_spmid=666.14.0.0,BV1Ux411K7DC,犬神同学和猫山同学,"日常 / 泡面 / 治愈,·,2014,·,已完结, 全13话,·",9.7分,3766,3472,731,590,500.5万播放  ·  3.3万弹幕  ·  24.1万追番
https://www.bilibili.com/bangumi/play/ss1093?from_spmid=666.14.0.0,BV1nW411f7Uy,明日的与一,"2009,·,已完结, 全12话,·",6.3分,7035,3298,1642,955,225.1万播放  ·  2.6万弹幕  ·  23.9万追番
https://www.bilibili.com/bangumi/play/ss32779?from_spmid=666.14.0.0,BV1ME411774H,哆啦A梦 第三季,"漫画改 / 搞笑 / 日常 / 少儿,·,2012,·,已完结, 全294话,·",9.8分,4.9万,1.6万,7974,3307,7296.1万播放  ·  22万弹幕  ·  237万系列追番
https://www.bilibili.com/bangumi/play/ss1565?from_spmid=666.14.0.0,BV15s411R75N,攻壳机动队 S.A.C. 2nd GIG,"科幻 / 热血 / 智斗,·,2004,·,已完结, 全26话,·",9.8分,1.5万,1.7万,2688,6011,721.7万播放  ·  9.6万弹幕  ·  127万系列追番
https://www.bilibili.com/bangumi/play/ss1189?from_spmid=666.14.0.0,BV1px411c775,超时空要塞 Frontier,"科幻 / 热血 / 机战 / 偶像,·,2008,·,已完结, 全25话,·",9.6分,9968,7604,3380,6408,689万播放  ·  12万弹幕  ·  25.4万系列追番
https://www.bilibili.com/bangumi/play/ss5537?from_spmid=666.14.0.0,BV11s411x74f,伯纳德小姐说。,"漫画改 / 日常 / 泡面,·,2016,·,已完结, 全12话,·",9.3分,5057,1234,1760,573,314.2万播放  ·  8609弹幕  ·  23.7万追番
https://www.bilibili.com/bangumi/play/ss4435?from_spmid=666.14.0.0,BV1kx41117gn,旋风管家 Cuties,"搞笑 / 校园,·,2013,·,已完结, 全12话,·",9.5分,8292,5978,1740,532,390.3万播放  ·  5万弹幕  ·  40.4万系列追番
https://www.bilibili.com/bangumi/play/ss1182?from_spmid=666.14.0.0,BV1Lx411w76a,悠久之翼2,"少女 / 催泪 / 校园 / 恋爱,·,2008,·,已完结, 全12话,·",9.7分,1.1万,1.7万,1873,3617,277.4万播放  ·  6.3万弹幕  ·  62.5万系列追番
https://www.bilibili.com/bangumi/play/ss68545?from_spmid=666.14.0.0,BV1SziiYUEHU,杖与剑的魔剑谭,"小说改 / 热血 / 战斗,·,2024,·,已完结, 全12话,·",9.1分,5095,2568,666,87,723.5万播放  ·  2.6万弹幕  ·  23.4万追番
https://www.bilibili.com/bangumi/play/ss42229?from_spmid=666.14.0.0,BV1pe4y1q7Gk,四色战记 冰雪帝国,"原创 / 科幻,·,2022,·,已完结, 全12话,·",7.4分,1.2万,1577,1647,196,189.8万播放  ·  4391弹幕  ·  128.4万系列追番
https://www.bilibili.com/bangumi/play/ss3374?from_spmid=666.14.0.0,BV1Fs411Q75n,魍魉之匣,"智斗,·,2008,·,已完结, 全14话,·",9.6分,1.2万,1.5万,3800,9095,272.3万播放  ·  4万弹幕  ·  23.3万追番
https://www.bilibili.com/bangumi/play/ss23795?from_spmid=666.14.0.0,BV1TW411E7qx,宝可梦 太阳&月亮 全三季,"热血 / 奇幻 / 冒险 / 少儿,·,2016,·,已完结, 全146话,·",9.0分,2.1万,8574,5282,3275,3695.8万播放  ·  28.3万弹幕  ·  248.2万系列追番
https://www.bilibili.com/bangumi/play/ss75752?from_spmid=666.14.0.0,BV1WsCGY4EbK,铁甲小宝卡布达：圣诞大作战！！,"原创 / 搞笑 / 日常 / 少儿,·,1997,·,已完结, 全1话,·",暂无评分,5950,1004,1412,831,70.7万播放  ·  1532弹幕  ·  25.3万系列追番
https://www.bilibili.com/bangumi/play/ss33176?from_spmid=666.14.0.0,BV1Ba4y1i7TB,BanG Dream! 少女乐团派对！☆PICO～大份～,"校园 / 原创 / 音乐 / 萌系,·,2020,·,已完结, 全26话,·",9.8分,1.6万,6338,2287,2203,2014万播放  ·  5.1万弹幕  ·  36.5万系列追番
https://www.bilibili.com/bangumi/play/ss3766?from_spmid=666.14.0.0,BV1fa4y1e7u1,今天开始做魔王 第三季,"奇幻 / 神魔,·,2008,·,已完结, 全39话,·",9.0分,1.3万,1893,2182,222,795.4万播放  ·  4.2万弹幕  ·  82.4万系列追番
https://www.bilibili.com/bangumi/play/ss26619?from_spmid=666.14.0.0,BV1Gb411m7Vs,剧场版 王室教师海涅,"搞笑 / 漫画改,·,2019,·,已完结, 全1话,·",9.6分,3.1万,1.9万,5107,1106,180.7万播放  ·  3.1万弹幕  ·  128.1万系列追番
https://www.bilibili.com/bangumi/play/ss48037?from_spmid=666.14.0.0,BV1t4421S72G,事与愿违的不死冒险者,"小说改 / 魔法 / 冒险,·,2024,·,已完结, 全12话,·",9.4分,1.6万,3281,5860,675,931.7万播放  ·  2.4万弹幕  ·  22.9万追番
https://www.bilibili.com/bangumi/play/ss38964?from_spmid=666.14.0.0,BV1Kw411Z77j,我，小怼,"漫画改 / 日常 / 搞笑,·,2021,·,已完结, 全12话,·",9.5分,3.2万,3657,1986,2463,777.5万播放  ·  7908弹幕  ·  22.9万追番
https://www.bilibili.com/bangumi/play/ss26775?from_spmid=666.14.0.0,BV1bb411u7o9,八月的棒球甜心,"游戏改 / 运动 / 校园,·,2019,·,已完结, 全12话,·",9.1分,5379,3585,2208,1296,231.7万播放  ·  2.7万弹幕  ·  22.9万追番
https://www.bilibili.com/bangumi/play/ss23851?from_spmid=666.14.0.0,BV1VW411K7Df,琴之森,"音乐 / 治愈 / 励志 / 漫画改,·,2018,·,已完结, 全12话,·",9.5分,3328,2452,1877,2118,443.2万播放  ·  3.1万弹幕  ·  34.1万系列追番
https://www.bilibili.com/bangumi/play/ss2317?from_spmid=666.14.0.0,BV1GW411Z74S,新机动战记高达W TV版,"科幻 / 热血 / 机战,·,1995,·,已完结, 全49话,·",9.4分,1.9万,8608,6276,1473,1116万播放  ·  17.4万弹幕  ·  29.8万系列追番
https://www.bilibili.com/bangumi/play/ss594?from_spmid=666.14.0.0,BV1rx411N7Ak,穿透幻影的太阳,"奇幻,·,2013,·,已完结, 全14话,·",9.2分,1.4万,4657,6015,3748,238.3万播放  ·  1.1万弹幕  ·  22.8万追番
https://www.bilibili.com/bangumi/play/ss1875?from_spmid=666.14.0.0,BV1Ks411Z7XQ,人鱼的旋律,"萌系 / 奇幻,·,2003,·,已完结, 全50话,·",9.7分,1.2万,3962,7006,4433,586万播放  ·  5.6万弹幕  ·  24.7万系列追番
https://www.bilibili.com/bangumi/play/ss1666?from_spmid=666.14.0.0,BV1nx411c7Zh,BLACK★ROCK SHOOTER OVA,"热血 / 战斗 / 奇幻,·,2010,·,已完结, 全1话,·",9.5分,1.5万,1万,1988,3125,227万播放  ·  7.6万弹幕  ·  134.2万系列追番
https://www.bilibili.com/bangumi/play/ss5991?from_spmid=666.14.0.0,BV11x411Q78e,青春歌舞伎,"校园 / 社团 / 励志,·,2017,·,已完结, 全12话,·",9.0分,4396,1041,1980,814,285.1万播放  ·  4.5万弹幕  ·  22.7万追番
https://www.bilibili.com/bangumi/play/ss2034?from_spmid=666.14.0.0,BV1Ms411m7dP,越狱兔 前传,"萌系 / 搞笑 / 泡面,·,2015,·,已完结, 全13话,·",9.7分,3.6万,5765,6310,1194,921.4万播放  ·  1.5万弹幕  ·  46.5万系列追番
https://www.bilibili.com/bangumi/play/ss34088?from_spmid=666.14.0.0,BV1uA411v7uo,最终休止符～无止境的螺旋物语～,"游戏改 / 奇幻 / 搞笑,·,2018,·,已完结, 全12话,·",9.1分,1.4万,1924,5768,534,227.1万播放  ·  8005弹幕  ·  22.7万追番
https://www.bilibili.com/bangumi/play/ss3465?from_spmid=666.14.0.0,BV1is411z7NG,Concrete Revolutio 超人幻想 第二季,"热血 / 奇幻 / 战斗 / 科幻,·,2016,·,已完结, 全12话,·",9.4分,2801,2724,729,961,451.3万播放  ·  7.5万弹幕  ·  69万系列追番
https://www.bilibili.com/bangumi/play/ss2735?from_spmid=666.14.0.0,BV1Ms41127nU,高校星歌剧,"校园 / 音乐,·,2015,·,已完结, 全12话,·",9.6分,3879,2043,2496,982,808.5万播放  ·  41.1万弹幕  ·  34.9万系列追番
https://www.bilibili.com/bangumi/play/ss42188?from_spmid=666.14.0.0,BV1xe4y1d7Wd,顶点!!!!!!!!!!!!!!!,"漫画改 / 搞笑 / 萌系 / 职场,·,2022,·,已完结, 全12话,·",9.7分,2万,3204,5626,870,409.8万播放  ·  7820弹幕  ·  22.5万追番
https://www.bilibili.com/bangumi/play/ss3491?from_spmid=666.14.0.0,BV1js411X7EU,HELLO!! 黄金拼图,"校园 / 日常 / 治愈,·,2015,·,已完结, 全12话,·",9.8分,1万,1.3万,2105,2867,369.4万播放  ·  25.7万弹幕  ·  52.5万系列追番
https://www.bilibili.com/bangumi/play/ss33394?from_spmid=666.14.0.0,BV1sQ4y1T7cJ,怪盗基德1412（中配）,"漫画改 / 智斗 / 恋爱 / 奇幻,·,2014,·,已完结, 全24话,·",9.6分,4.8万,8265,1.4万,893,3585.2万播放  ·  10.3万弹幕  ·  149.6万系列追番
https://www.bilibili.com/bangumi/play/ss2040?from_spmid=666.14.0.0,BV18s411Z7TW,东京猫猫,"萌系 / 奇幻,·,2002,·,已完结, 全52话,·",9.6分,1.9万,6968,8627,7064,784.2万播放  ·  12.4万弹幕  ·  34.5万系列追番
https://www.bilibili.com/bangumi/play/ss27064?from_spmid=666.14.0.0,BV1Eb41157Ey,机动战士高达 THE ORIGIN I：苍瞳的卡斯巴尔,"机战 / 科幻 / 漫画改,·,2015,·,已完结, 全1话,·",9.8分,2.6万,1.3万,1.2万,3.1万,345.2万播放  ·  2.2万弹幕  ·  34.5万系列追番
https://www.bilibili.com/bangumi/play/ss24618?from_spmid=666.14.0.0,BV1Ts411V7Mx,千枪士,"乙女 / 游戏改,·,2018,·,已完结, 全13话,·",5.8分,6163,2047,2263,1416,432.4万播放  ·  3.2万弹幕  ·  22.2万追番
https://www.bilibili.com/bangumi/play/ss1039?from_spmid=666.14.0.0,BV1px411c7Se,交响情人梦,"少女 / 音乐,·,2007,·,已完结, 全23话,·",9.8分,7488,6989,2904,7421,507.9万播放  ·  7.4万弹幕  ·  26.2万系列追番
https://www.bilibili.com/bangumi/play/ss4092?from_spmid=666.14.0.0,BV1WQ4y1N7sH,ALDNOAH.ZERO 第二季,"科幻 / 架空 / 原创 / 战斗,·,2015,·,已完结, 全12话,·",6.7分,1.4万,3637,2356,710,930.4万播放  ·  8.4万弹幕  ·  69.9万系列追番
https://www.bilibili.com/bangumi/play/ss519?from_spmid=666.14.0.0,BV1ms411U7wV,现视研 二代目,"日常 / 少女,·,2013,·,已完结, 全13话,·",9.6分,8301,3046,2318,502,287.2万播放  ·  14.7万弹幕  ·  33.8万系列追番
https://www.bilibili.com/bangumi/play/ss2987?from_spmid=666.14.0.0,BV1z4411b7sL,白色相簿 下半篇章,"日常 / 恋爱 / 游戏改,·,2009,·,已完结, 全13话,·",9.5分,9295,5812,1592,1036,312.9万播放  ·  5.6万弹幕  ·  86.2万系列追番
https://www.bilibili.com/bangumi/play/ss2656?from_spmid=666.14.0.0,BV1Ys411m7Mx,绝对防卫利维坦,"魔法 / 奇幻 / 萌系 / 游戏改,·,2013,·,已完结, 全13话,·",9.0分,8402,2273,2913,963,291万播放  ·  3.3万弹幕  ·  22万追番
https://www.bilibili.com/bangumi/play/ss3807?from_spmid=666.14.0.0,BV1es411V7zy,破刃之剑,"机战 / 战斗 / 架空 / 科幻,·,2014,·,已完结, 全12话,·",8.3分,1.1万,4228,5043,537,384.6万播放  ·  3.7万弹幕  ·  27.5万系列追番
https://www.bilibili.com/bangumi/play/ss39056?from_spmid=666.14.0.0,BV1NL411J7Q5,月野艺能事务所 第二季,"原创 / 日常 / 音乐 / 偶像,·,2021,·,已完结, 全13话,·",9.2分,7738,784,2178,188,112.8万播放  ·  2623弹幕  ·  31.1万系列追番
https://www.bilibili.com/bangumi/play/ss2144?from_spmid=666.14.0.0,BV1cx411c7sB,最游记,"奇幻 / 热血 / 架空 / 冒险,·,2000,·,已完结, 全50话,·",9.6分,9622,5279,3805,3730,449.5万播放  ·  12.9万弹幕  ·  28.2万系列追番
https://www.bilibili.com/bangumi/play/ss43167?from_spmid=666.14.0.0,BV1c8411t7Hv,忍者一时,"原创 / 奇幻 / 战斗 / 科幻,·,2022,·,已完结, 全12话,·",5.0分,1.8万,3908,3035,579,563万播放  ·  1.8万弹幕  ·  22万追番
https://www.bilibili.com/bangumi/play/ss2913?from_spmid=666.14.0.0,BV11s41127hE,狼雨,"科幻 / 时泪,·,2003,·,已完结, 全30话,·",9.4分,1.3万,4505,3627,660,271.5万播放  ·  5.1万弹幕  ·  21.9万追番
https://www.bilibili.com/bangumi/play/ss3248?from_spmid=666.14.0.0,BV1Us41197ij,江户盗贼团五叶,"日常 / 历史,·,2010,·,已完结, 全12话,·",9.7分,5392,7222,1658,8260,167.7万播放  ·  4.4万弹幕  ·  21.9万追番
https://www.bilibili.com/bangumi/play/ss5221?from_spmid=666.14.0.0,BV1qx411c7vQ,恋爱情结,"恋爱 / 校园 / 少女,·,2007,·,已完结, 全24话,·",9.7分,1.2万,1.2万,3703,3590,566万播放  ·  14.4万弹幕  ·  21.8万追番
https://www.bilibili.com/bangumi/play/ss41005?from_spmid=666.14.0.0,BV1zq4y1a7gK,鬼灭之刃 无限列车篇 中配版,"漫画改 / 热血 / 战斗 / 奇幻,·,2022,·,已完结, 全7话,·",9.0分,4.9万,1.3万,6221,540,2588.1万播放  ·  7.5万弹幕  ·  1790万系列追番
https://www.bilibili.com/bangumi/play/ss41533?from_spmid=666.14.0.0,BV1rS4y1h7tn,舞动不止,"漫画改 / 运动 / 励志,·,2022,·,已完结, 全11话,·",8.9分,1.4万,2201,2121,551,286万播放  ·  1.1万弹幕  ·  21.8万追番
https://www.bilibili.com/bangumi/play/ss2848?from_spmid=666.14.0.0,BV12s41127WF,影鳄,"奇幻,·,2015,·,已完结, 全13话,·",9.5分,7852,1796,2999,3532,748.7万播放  ·  9.1万弹幕  ·  33.8万系列追番
https://www.bilibili.com/bangumi/play/ss3209?from_spmid=666.14.0.0,BV13x411P7NG,牙狼 -炎之刻印-,"热血 / 奇幻 / 战斗,·,2014,·,已完结, 全25话,·",9.3分,7956,2556,3374,1008,1060万播放  ·  23.3万弹幕  ·  21.8万追番
https://www.bilibili.com/bangumi/play/ss920?from_spmid=666.14.0.0,BV19x411F7gK,玛莉亚†狂热,"搞笑 / 日常,·,2009,·,已完结, 全12话,·",9.5分,9212,7008,1621,2439,321.9万播放  ·  6.1万弹幕  ·  23.3万系列追番
https://www.bilibili.com/bangumi/play/ss5560?from_spmid=666.14.0.0,BV1ns411b7ps,魔法少女什么的已经够了啦。第二季,"魔法 / 萌系 / 漫画改 / 泡面,·,2016,·,已完结, 全12话,·",9.2分,7909,2046,1205,608,433.7万播放  ·  2万弹幕  ·  62.5万系列追番
https://www.bilibili.com/bangumi/play/ss780?from_spmid=666.14.0.0,BV1Vx411C7hf,坂道上的阿波罗,"治愈 / 校园 / 恋爱 / 励志,·,2012,·,已完结, 全12话,·",9.6分,7546,5194,3090,4693,230.2万播放  ·  6.3万弹幕  ·  21.6万追番
https://www.bilibili.com/bangumi/play/ss45306?from_spmid=666.14.0.0,BV1PP411B78w,不知情的转学生硬要凑上来。,"漫画改 / 校园 / 恋爱 / 日常,·,2023,·,已完结, 全13话,·",9.8分,2.6万,6772,7493,2062,582.5万播放  ·  4.1万弹幕  ·  21.5万追番
https://www.bilibili.com/bangumi/play/ss1731?from_spmid=666.14.0.0,BV1wx41177Ln,VIVIDRED OPERATION,"科幻 / 热血,·,2013,·,已完结, 全12话,·",9.3分,1.3万,3391,7195,611,309.2万播放  ·  4万弹幕  ·  21.5万追番
https://www.bilibili.com/bangumi/play/ss26809?from_spmid=666.14.0.0,BV1Sb411p7FV,钻石王牌 act II 前半,"漫画改 / 校园 / 运动 / 社团,·,2019,·,已完结, 全25话,·",9.8分,7212,7636,968,1115,2687.6万播放  ·  25.8万弹幕  ·  54.3万系列追番
https://www.bilibili.com/bangumi/play/ss47821?from_spmid=666.14.0.0,BV1uC41177aQ,机界战队全开者,"原创 / 热血 / 战斗 / 少儿,·,2021,·,已完结, 全46话,·",9.4分,8274,1024,1691,610,695.9万播放  ·  2.9万弹幕  ·  37.5万系列追番
https://www.bilibili.com/bangumi/play/ss5049?from_spmid=666.14.0.0,BV1ns411y7n9,时间旅行少女,"奇幻 / 日常,·,2016,·,已完结, 全12话,·",8.7分,3813,1106,2345,864,267万播放  ·  6.9万弹幕  ·  21.4万追番
https://www.bilibili.com/bangumi/play/ss43815?from_spmid=666.14.0.0,BV1ms4y1f7E1,英雄传说：闪之轨迹,"游戏改 / 热血 / 冒险 / 机战,·,2023,·,已完结, 全12话,·",8.2分,9468,2023,1941,924,340.3万播放  ·  6519弹幕  ·  22.8万系列追番
https://www.bilibili.com/bangumi/play/ss1080?from_spmid=666.14.0.0,BV1Lx411P7vW,东京地震8.0,"日常 / 催泪 / 原创,·,2009,·,已完结, 全11话,·",9.7分,8125,5656,1417,5877,137万播放  ·  1.5万弹幕  ·  21.3万追番
https://www.bilibili.com/bangumi/play/ss1097?from_spmid=666.14.0.0,BV19x411T7Mn,空罐少女,"日常,·,2009,·,已完结, 全12话,·",9.2分,5618,5879,1395,3409,225万播放  ·  7.4万弹幕  ·  21.3万追番
https://www.bilibili.com/bangumi/play/ss6164?from_spmid=666.14.0.0,BV1Zx411m7WG,宝可梦 超级愿望,"热血 / 战斗 / 励志 / 少儿,·,2010,·,已完结, 全144话,·",7.2分,1.5万,5858,2431,2230,2836.1万播放  ·  31.4万弹幕  ·  248.2万系列追番
https://www.bilibili.com/bangumi/play/ss4368?from_spmid=666.14.0.0,BV13s411j7yp,苍翼默示录 Alter Memory,"战斗 / 游戏改 / 架空,·,2013,·,已完结, 全12话,·",9.2分,1.6万,5243,6473,4268,380.2万播放  ·  3.2万弹幕  ·  21.2万追番
https://www.bilibili.com/bangumi/play/ss3213?from_spmid=666.14.0.0,BV1gs411R7L9,大叔与棉花糖,"日常 / 泡面 / 萌系,·,2016,·,已完结, 全13话,·",9.1分,6287,2332,1287,1574,716.8万播放  ·  5万弹幕  ·  21.2万追番
https://www.bilibili.com/bangumi/play/ss2068?from_spmid=666.14.0.0,BV1rx411k73h,拜托了！老师,"奇幻 / 日常 / 原创 / 科幻,·,2002,·,已完结, 全13话,·",8.8分,1.1万,5218,4025,2571,356.8万播放  ·  7.6万弹幕  ·  21.1万追番
https://www.bilibili.com/bangumi/play/ss1255?from_spmid=666.14.0.0,BV1Zs411M7i5,幻影少年,"奇幻,·,2008,·,已完结, 全24话,·",9.3分,1.2万,3448,5064,1653,306.7万播放  ·  5.8万弹幕  ·  21.1万追番
https://www.bilibili.com/bangumi/play/ss2098?from_spmid=666.14.0.0,BV1fs411e74h,X战记,"奇幻 / 热血 / 战斗 / 时泪,·,2001,·,已完结, 全25话,·",9.4分,1.1万,5127,6622,3004,359.8万播放  ·  4.3万弹幕  ·  24.8万系列追番
https://www.bilibili.com/bangumi/play/ss5794?from_spmid=666.14.0.0,BV1Vs411h7Te,飙速宅男 新世代,"热血 / 运动 / 漫画改,·,2017,·,已完结, 全25话,·",8.8分,4255,2383,1434,1501,1234.4万播放  ·  8万弹幕  ·  36万系列追番
https://www.bilibili.com/bangumi/play/ss1141?from_spmid=666.14.0.0,BV1Fi4y1j74f,天堂餐馆,"日常 / 少女 / 治愈 / 美食,·,2009,·,已完结, 全11话,·",9.6分,1.1万,1356,4074,1072,142.7万播放  ·  5495弹幕  ·  21万追番
https://www.bilibili.com/bangumi/play/ss73828?from_spmid=666.14.0.0,BV1wXrGYHEvA,这公司有我喜欢的人,"漫画改 / 恋爱 / 职场,·,2025,·,已完结, 全12话,·",9.6分,1.8万,4407,7554,3009,531.6万播放  ·  1.9万弹幕  ·  21万追番
https://www.bilibili.com/bangumi/play/ss5250?from_spmid=666.14.0.0,BV1C44118759,纯情房东俏房客 Again,"2002,·,已完结, 全3话,·",9.3分,1.6万,3189,6125,1749,290.2万播放  ·  3983弹幕  ·  20.9万追番
https://www.bilibili.com/bangumi/play/ss47099?from_spmid=666.14.0.0,BV1MK411v72H,金属口红/METALLIC ROUGE,"原创 / 科幻 / 机战 / 战斗,·,2024,·,已完结, 全13话,·",6.9分,2.2万,3920,6673,2183,642.2万播放  ·  1.2万弹幕  ·  20.9万追番
https://www.bilibili.com/bangumi/play/ss44080?from_spmid=666.14.0.0,BV1w3411U78t,大雪海的卡纳,"原创 / 奇幻 / 冒险,·,2023,·,已完结, 全11话,·",7.4分,1.9万,3884,3778,1492,455.2万播放  ·  1.8万弹幕  ·  21.4万系列追番
https://www.bilibili.com/bangumi/play/ss5028?from_spmid=666.14.0.0,BV1Ds411v7Pe,SHOW BY ROCK!! Short!!,"萌系 / 搞笑 / 音乐 / 泡面,·,2016,·,已完结, 全12话,·",9.1分,5245,968,2131,592,390.1万播放  ·  1.1万弹幕  ·  40.1万系列追番
https://www.bilibili.com/bangumi/play/ss1520?from_spmid=666.14.0.0,BV1vx411h7rb,美男高校地球防卫部LOVE！,"搞笑 / 奇幻 / 战斗 / 校园,·,2015,·,已完结, 全12话,·",9.3分,8802,2311,2921,3845,213.4万播放  ·  8.8万弹幕  ·  33.8万系列追番
https://www.bilibili.com/bangumi/play/ss25730?from_spmid=666.14.0.0,BV1mW41127Kj,火之丸相扑,"热血 / 漫画改 / 运动,·,2018,·,已完结, 全24话,·",9.2分,3848,4482,780,1757,922.7万播放  ·  4.9万弹幕  ·  20.9万追番
https://www.bilibili.com/bangumi/play/ss2397?from_spmid=666.14.0.0,BV1Tx411w7PX,光能使者,"时泪 / 奇幻 / 热血 / 冒险,·,1989,·,已完结, 全41话,·",9.8分,1.7万,1.1万,6635,1.2万,1093.5万播放  ·  11.2万弹幕  ·  21.8万系列追番
https://www.bilibili.com/bangumi/play/ss2306?from_spmid=666.14.0.0,BV12x411F749,玩偶游戏,"日常 / 少儿,·,1996,·,已完结, 全103话,·",9.6分,2.7万,9639,1.2万,2144,1214.5万播放  ·  16.4万弹幕  ·  21.2万系列追番
https://www.bilibili.com/bangumi/play/ss24632?from_spmid=666.14.0.0,BV18s411p7bm,音乐少女,"原创 / 搞笑 / 日常 / 音乐,·,2018,·,已完结, 全12话,·",7.9分,7822,2894,3500,809,393.9万播放  ·  3.5万弹幕  ·  20.7万追番
https://www.bilibili.com/bangumi/play/ss4642?from_spmid=666.14.0.0,BV19b411t7qM,祝福的钟声,"恋爱,·,2010,·,已完结, 全12话,·",8.7分,9256,3409,3487,558,197.2万播放  ·  1.3万弹幕  ·  20.6万追番
https://www.bilibili.com/bangumi/play/ss5787?from_spmid=666.14.0.0,BV1Zs41187Tx,偶像选举,"偶像 / 音乐 / 日常,·,2017,·,已完结, 全12话,·",8.1分,6747,1565,3555,1421,449.3万播放  ·  5.3万弹幕  ·  20.6万追番
https://www.bilibili.com/bangumi/play/ss3414?from_spmid=666.14.0.0,BV1Lx411u79p,废弃公主,"奇幻 / 架空 / 冒险 / 科幻,·,2003,·,已完结, 全24话,·",9.2分,6323,2079,3371,304,164.5万播放  ·  2.5万弹幕  ·  20.6万追番
https://www.bilibili.com/bangumi/play/ss44819?from_spmid=666.14.0.0,BV1Sa4y1K7KY,冰剑的魔术师将要统一世界,"小说改 / 奇幻 / 战斗 / 搞笑,·,2023,·,已完结, 全12话,·",5.4分,1.9万,4217,6031,625,1379.9万播放  ·  3.4万弹幕  ·  20.6万追番
https://www.bilibili.com/bangumi/play/ss46082?from_spmid=666.14.0.0,BV1dz4y1P7W8,冒险者女儿到大都市当了S级冒险者,"小说改 / 奇幻 / 战斗 / 冒险,·,2023,·,已完结, 全13话,·",8.8分,1.7万,3519,5008,476,963.6万播放  ·  2.5万弹幕  ·  20.5万追番
https://www.bilibili.com/bangumi/play/ss208?from_spmid=666.14.0.0,BV1MB4y1F7rM,头文字D Second Stage,"时泪 / 运动 / 热血,·,1999,·,已完结, 全13话,·",9.8分,1.1万,2571,1643,99,1020万播放  ·  8.8万弹幕  ·  94.4万系列追番
https://www.bilibili.com/bangumi/play/ss24619?from_spmid=666.14.0.0,BV1ns411V75V,梦王国与沉睡的100王子,"乙女 / 游戏改 / 奇幻,·,2018,·,已完结, 全12话,·",7.9分,6272,2433,3392,1527,376.1万播放  ·  4.7万弹幕  ·  34.1万系列追番
https://www.bilibili.com/bangumi/play/ss4680?from_spmid=666.14.0.0,BV1Xx411D7fY,SD高达三国传 Brave Battle Warriors,"机战 / 历史,·,2010,·,已完结, 全51话,·",9.5分,2.5万,9654,4944,8135,1031.3万播放  ·  12.2万弹幕  ·  20.4万追番
https://www.bilibili.com/bangumi/play/ss28568?from_spmid=666.14.0.0,BV1BJ411F7Y2,歌塑世界,"原创 / 校园 / 音乐 / 偶像,·,2019,·,已完结, 全12话,·",9.1分,1.2万,3137,5056,816,399.3万播放  ·  2万弹幕  ·  20.3万追番
https://www.bilibili.com/bangumi/play/ss2678?from_spmid=666.14.0.0,BV1Es411m7Yy,轮回的拉格朗日,"科幻 / 奇幻 / 机战 / 社团,·,2012,·,已完结, 全12话,·",8.5分,8533,1810,3303,812,209.3万播放  ·  2.6万弹幕  ·  22.2万系列追番
https://www.bilibili.com/bangumi/play/ss2674?from_spmid=666.14.0.0,BV1ds411U7oK,东之伊甸,"奇幻 / 日常 / 治愈 / 智斗,·,2009,·,已完结, 全11话,·",9.1分,4234,4395,1807,3185,183.5万播放  ·  4.1万弹幕  ·  21.7万系列追番
https://www.bilibili.com/bangumi/play/ss1789?from_spmid=666.14.0.0,BV1nx411w7Fx,CANDY BOY,"日常,·,2008,·,已完结, 全9话,·",9.8分,1.6万,1.7万,4171,6621,300.9万播放  ·  4.7万弹幕  ·  20.8万系列追番
https://www.bilibili.com/bangumi/play/ss5549?from_spmid=666.14.0.0,BV1xs411b7VX,忍者少女千鸟,"漫画改 / 搞笑 / 泡面,·,2016,·,已完结, 全26话,·",9.4分,2285,1406,580,1408,868.6万播放  ·  2.9万弹幕  ·  26.8万系列追番
https://www.bilibili.com/bangumi/play/ss37740?from_spmid=666.14.0.0,BV1Ja4y1W7AF,JOESTAR RADIO,"热血 / 奇幻 / 战斗 / 声控,·,2020,·,已完结, 全21话,·",9.7分,7.4万,1.6万,7873,4068,1666.8万播放  ·  3.3万弹幕  ·  1024.3万系列追番
https://www.bilibili.com/bangumi/play/ss33330?from_spmid=666.14.0.0,BV1ri4y187NU,ACCA13区监察课－Regards,"2020,·,已完结, 全1话,·",9.8分,2.3万,1.5万,3595,2351,144.2万播放  ·  1.1万弹幕  ·  155.8万系列追番
https://www.bilibili.com/bangumi/play/ss46088?from_spmid=666.14.0.0,BV1wp4y1A7UP,晚安世界,"漫画改,·,2023,·,已完结, 全12话,·",9.2分,1.3万,3267,3515,1167,399.4万播放  ·  1.7万弹幕  ·  20.1万追番
https://www.bilibili.com/bangumi/play/ss3499?from_spmid=666.14.0.0,BV1us411z7xn,影鳄 承,"奇幻,·,2016,·,已完结, 全13话,·",9.4分,5193,2172,1518,1845,669.6万播放  ·  9.2万弹幕  ·  33.8万系列追番
